1243,3,Television programme,Pets,Birds,0.7052165446634184,2.1939500369801266
1244,3,Music,Television programme,TV chat shows,7.995644388556062,2.69919103968296
1245,4,Music,Television programme,TV chat shows,0.5130068440943614,37.09417330476609
1246,3,Television programme,Restaurants,Consumer electronics,13.368969634006254,45.14115130168419
1247,4,Reading,Television programme,TV chat shows,4.8712776356956695,28.94773289310571
1248,6,Restaurants,Consumer electronics,Games,5.051024764233811,10.05511177511964
1249,4,Restaurants,Coffeehouses,Diners,16.420239003874197,45.72386816763372
1250,5,Music,Pets,Travel,12.667471047789416,24.56318705967389
1251,5,Television programme,TV chat shows,TV comedies,5.294463173627609,13.728584764514709
1252,5,Live events,Television programme,TV chat shows,15.369120758592732,13.299747287917423
1253,3,Reading,Vehicles,4x4s,14.716815278218286,13.555527714395335
1254,4,Television programme,TV chat shows,TV comedies,1.5227513990389507,14.38991156122433
1255,4,Television programme,Restaurants,Coffeehouses,15.173699662576993,17.379917517592148
1256,3,Games,Television programme,TV chat shows,8.471291088845604,15.547833674511727
1257,4,Television programme,Drinks,Politics and social issues,5.264645350993681,21.07715976488725
1258,4,Live events,Food,Barbecue,4.854109218810617,20.37897823381486
1259,5,Television programme,TV chat shows,Restaurants,25.442386093645695,18.713958230404067
1260,4,Music,Blues music,Vehicles,2.2379769101153224,25.87819409771037
1261,4,Television programme,TV chat shows,TV comedies,22.87168215053878,16.6488968823526
1262,4,Television programme,Arts and music,Acting,4.871026295449838,27.63250178186084
1263,5,Television programme,Food,Barbecue,13.763811377584005,18.05556318983283
1264,4,Food,Home and garden,Online shopping,10.366280651122338,17.88483877972636
1265,5,Live events,Music,Alcoholic drink,8.10881005292763,13.021011746369327
1266,4,Restaurants,Coffeehouses,Diners,3.1345382266419373,10.887954871690656
1267,5,Television programme,TV chat shows,TV comedies,0.0644445828080702,0.6409912817631316
1268,5,Reading,Restaurants,Coffeehouses,15.566068720672844,13.173335183773098
1269,5,Television programme,TV chat shows,TV comedies,13.543233818959656,12.619381631279294
1270,5,Films,Television programme,TV chat shows,23.98408116348122,34.607352395811624
1271,4,Games,Television programme,Restaurants,7.709819677048801,13.203313941258653
1272,3,Television programme,TV chat shows,TV comedies,8.20060785758303,22.538066648919724
1273,5,Live events,Friendship,Restaurants,5.698907065888477,15.494383501702314
1274,4,Films,Television programme,TV chat shows,6.787515600501321,18.760491248406403
1275,4,Vehicles,4x4s,Automobiles,9.451471438251483,14.871650279265136
1276,5,Television programme,Restaurants,Sports,9.614951364284844,0.6731814797590392
1277,6,Restaurants,Coffeehouses,Diners,17.702299929010508,41.01254254958765
1278,4,Business,Food,Online shopping,2.95833424564239,18.574958915932548
1279,5,Television programme,Restaurants,Mobile phones,8.243946898835517,25.74420720429668
1280,4,Music,Television programme,TV chat shows,16.687168395833208,19.303632150267777
1281,4,Restaurants,Arts and music,Acting,8.739250714846321,22.24157504733744
1282,3,Restaurants,Politics and social issues,Travel,7.4677478638163794,23.54973239867138
1283,6,Television programme,Home and garden,DIY,13.263313242819995,7.422379602728346
1284,3,Live events,Television programme,TV chat shows,12.318556434292768,7.742541678272343
1285,6,Television programme,TV chat shows,Restaurants,3.6172131482512278,12.905638065197506
1286,5,Television programme,TV chat shows,TV comedies,4.107077643793058,20.64706474924041
1287,5,Films,Television programme,TV chat shows,6.581164621443577,20.521666932230602
1288,4,Video games,Television programme,TV chat shows,8.548025358450587,18.23926822282754
1289,5,Films,Restaurants,Coffeehouses,3.202683267071455,5.426882174050217
1290,3,Restaurants,Arts and music,Acting,15.746140159862293,23.13594878771871
1291,4,Television programme,Restaurants,Pets,11.56971135876018,6.18512704410057
1292,5,Arts and music,Travel,Vehicles,8.008716318368911,15.041326778810538
1293,5,Vehicles,4x4s,Automobiles,17.29710597250716,0.9022879553109835
1294,3,Music,Television programme,Restaurants,4.4112818387407104,25.852444472608397
1295,3,Television programme,Food,Barbecue,2.832695854135695,15.670215913193562
1296,5,Music videos,Television programme,TV chat shows,8.024026901299578,23.00706559459433
1297,5,Music,Restaurants,Coffeehouses,9.6087301813199,23.257630284902316
1298,5,Television programme,TV chat shows,TV comedies,26.328862229031614,23.355543010751987
1299,4,Television programme,Restaurants,Vehicles,9.619392921607535,36.14496667572476
1300,4,Restaurants,Coffeehouses,Diners,10.458365330664776,10.742423658734083
1301,3,Television programme,Restaurants,Shopping,7.1444406528765665,1.5097471448692605
1302,5,Vehicles,4x4s,Automobiles,6.468546519073736,17.810897870033752
1303,5,Vehicles,4x4s,Automobiles,10.325162485675886,13.23836887776778
1304,3,Films,Television programme,TV chat shows,5.901461519146944,38.85682786077264
1305,5,Television programme,Drinks,Coffee,6.894384863283285,13.706837443839687
1306,4,Television programme,TV chat shows,TV comedies,19.07744891915936,17.895680486515857
1307,4,Games,Restaurants,Coffeehouses,14.56632391421419,22.128081364595552
1308,4,Television programme,Politics and social issues,Charity and causes,17.68771450927874,2.297361949075027
1309,5,Music,Television programme,TV chat shows,12.781520576467425,8.43216049380873
1310,5,Television programme,TV chat shows,TV comedies,20.392371182267908,16.16879489466563
1311,4,Music,Food,Shopping,0.8297293070658753,0.36397642665247787
1312,4,Television programme,TV chat shows,TV comedies,15.008390630826167,27.528996661902312
1313,4,Pets,Travel,Sports,11.48170807164771,2.8289861560710943
1314,4,Television programme,TV chat shows,TV comedies,2.637028646426762,19.80749951987169
1315,4,Television programme,Restaurants,Consumer electronics,19.274938129220082,14.474938183230547
1316,5,Restaurants,Sports,Pop music,4.957623247808256,3.6668204288305635
1317,5,Restaurants,Coffeehouses,Diners,2.2227953363449533,13.05234721679284
1318,4,Drinks,Coffee,Restaurants,1.384918804592468,2.2571370846020713
1319,4,Music,Reading,Television programme,12.131425242942129,26.963791787921846
1320,5,Television programme,Restaurants,Vehicles,16.61487341064476,18.488597376167043
1321,6,Television programme,Travel,Mobile phones,3.297003249961758,6.863741373517164
1322,4,Games,Television programme,TV chat shows,4.9224800494884615,3.2941696508725133
1323,5,Live events,Television programme,TV chat shows,15.431192362201703,14.370001273548699
1324,3,Video games,Reading,Television programme,19.872398464793008,32.475665866259185
1325,3,Reading,Restaurants,Coffeehouses,2.6631497147069547,20.67311857257993
1326,4,Television programme,Restaurants,Photography,18.051477926120977,2.8950828048870907
1327,5,Arts and music,Pets,Sports,9.282368766563655,14.405220374835098
1328,3,Rock music,Television programme,TV chat shows,11.385453529899749,26.930586716648264
1329,3,Games,Television programme,Restaurants,15.963948218360844,28.45586401241114
1330,5,Music videos,Television programme,Restaurants,11.777270864928566,27.1142001348972
1331,5,Music,Vehicles,4x4s,6.401385114112713,6.545069548391103
1332,5,Television programme,Drinks,Coffee,18.699326209631025,22.593084215224316
1333,3,Television programme,Restaurants,Coffeehouses,7.085307359995372,12.657553579876026
1334,4,Pop music,Restaurants,Coffeehouses,3.9790100694160513,14.14365080571944
1335,4,Live events,Restaurants,Coffeehouses,19.77412059032453,23.897193280306624
1336,5,Television programme,Travel,Clothing,21.534081256384695,10.827377451779629
1337,4,Television programme,Travel,Vehicles,7.32251769930204,10.56530745488721
1338,5,Games,Restaurants,Coffeehouses,14.135572269276889,16.563616585971204
1339,5,Restaurants,Coffeehouses,Diners,16.40385247936759,6.653600470747668
1340,3,Films,Sports,Music,5.425125300940875,35.98075624884484
1341,4,Television programme,Restaurants,Beauty,16.461030934945764,8.682523950908074
1342,3,Television programme,Restaurants,Vehicles,25.931913030096595,16.705029664053583
1343,4,Live events,Restaurants,Coffeehouses,10.792664259788976,10.834769668610527
1344,5,Television programme,Restaurants,Sports,6.26329923749989,15.026608615349488
1345,5,Restaurants,Coffeehouses,Diners,12.551583438485329,15.648049862849065
1346,4,Live events,Food,Vehicles,13.727651713312017,7.437151433485702
1347,3,Live events,Ballet,Television programme,0.5908970929609438,12.238786844093326
1348,3,Television programme,TV chat shows,Restaurants,10.835313154886894,10.296966431824242
1349,4,Television programme,Food,Restaurants,10.987196642580788,9.705262717509335
1350,5,Television programme,TV chat shows,TV comedies,22.59157782265318,29.847956623284166
1351,4,Restaurants,Consumer electronics,Television programme,14.349590851595911,26.05694671838801
1352,5,Television programme,Pets,Birds,6.383004304507956,22.93481413055816
1353,4,Arts and music,Shoes,Sports,17.517524155304155,11.608163212654027
1354,4,Games,Music,Restaurants,18.748731992312404,15.583135891623208
1355,5,Music,Television programme,Restaurants,5.869982954075721,43.9748878952754
1356,5,Restaurants,Coffeehouses,Diners,18.32593497256802,15.078849660990105
1357,5,Television programme,Friendship,Marriage,5.7313608344789895,26.098357742022706
1358,4,Alcoholic drink,Restaurants,Pets,2.9445094211312624,3.4078020314342705
1359,4,Television programme,Restaurants,Coffeehouses,20.515054608387114,31.021190980435698
1360,5,Games,Television programme,Restaurants,10.260033100702273,17.5635633379365
1361,4,Restaurants,Coffeehouses,Diners,6.1766180389411804,9.101698499813391
1362,4,Video games,Television programme,TV chat shows,7.649965736541796,5.079730385994248
1363,3,Television programme,Restaurants,Sports,17.719708760643904,20.79939912797491
1364,4,Beauty,Sports,Consumer electronics,16.29432842726506,30.90322796303561
1365,5,Television programme,Food,Barbecue,12.558568494684076,28.680059812350994
1366,4,Television programme,Restaurants,Coffeehouses,16.77594296407739,31.746514595638452
1367,3,Television programme,TV chat shows,TV comedies,5.58540562150411,11.064765874030696
1368,3,Pop music,Restaurants,Consumer electronics,20.482948992058496,7.856161725928597
1369,4,Restaurants,Consumer electronics,Music,11.94079988105483,12.244417123142009
1370,5,Television programme,TV chat shows,TV comedies,6.528555468959723,3.349034508046234
1371,5,Music videos,Restaurants,Computers,16.873244368071088,14.909182519510438
1372,4,Television programme,Restaurants,Coffeehouses,4.0545342992049624,17.61162176815406
1373,5,Live events,Alcoholic drink,Restaurants,8.167685827992905,4.352817433160881
1374,3,Films,Reading,Vehicles,5.275500260983309,22.729144007032936
1375,4,Food,Consumer electronics,Televisions,1.8160339767496136,5.38091313483128
1376,3,Friendship,Restaurants,Coffeehouses,0.6587459983618125,15.898730143566564
1377,4,Reading,Television programme,Restaurants,4.217317199473055,4.939062798801585
1378,4,Music,Television programme,Drinks,10.562123451669569,30.150251262364385
1379,4,Personal finance,Television programme,Restaurants,1.9495443669782713,9.428679140431836
1380,4,Television programme,Politics and social issues,Charity and causes,1.15983045584737,2.708778697118346
1381,3,Television programme,TV chat shows,TV comedies,5.339027700835184,29.20949765749078
1382,4,Television programme,TV chat shows,Restaurants,6.15396956621449,9.448869036042538
1383,4,Television programme,TV chat shows,Drinks,14.472085948752976,28.484235010992897
1384,4,Television programme,TV chat shows,Restaurants,14.899306006171905,22.39214710704985
1385,4,Television programme,TV chat shows,Restaurants,20.067957204276187,1.7717456085466115
1386,4,Television programme,Restaurants,Consumer electronics,20.412948943405496,20.585408800719186
1387,4,Rock music,Travel,Shoes,21.55979215293891,21.15491705461338
1388,5,Television programme,TV chat shows,TV comedies,8.530024664663157,4.639587075345053
1389,3,Restaurants,Coffeehouses,Diners,12.527191483606515,19.497688940229764
1390,4,Vehicles,4x4s,Automobiles,9.079106642322909,13.511393355554448
1391,4,Music,Television programme,Televisions,17.574183000052265,1.0771041249002078
1392,4,Television programme,TV chat shows,TV comedies,1.1068540649680205,32.84222009962304
1393,6,Restaurants,Coffeehouses,Diners,9.695151859408071,6.472209311904086
1394,4,Live events,Reading,Travel,3.7948820222733435,14.552266253284765
1395,4,Television programme,TV chat shows,Restaurants,2.3479351041951677,17.61382394321872
1396,5,Sales,Television programme,Food,11.890266090944806,6.485409375761072
1397,5,Television programme,TV chat shows,Travel,7.763681353943651,17.304544109304874
1398,4,Travel,Vehicles,4x4s,5.681505490955273,41.49754750669914
1399,5,Television programme,TV chat shows,TV comedies,12.843690363865667,9.306397837436077
1400,5,Television programme,TV chat shows,TV comedies,4.555548347821954,23.071103568876644
1401,4,Television programme,TV chat shows,TV comedies,12.468894984313014,20.63114383413673
1402,4,Television programme,Restaurants,Coffeehouses,11.49268136977122,14.039629738418403
1403,4,Television programme,TV chat shows,TV comedies,6.704019167672392,3.5801610675034983
1404,4,Television programme,TV chat shows,TV comedies,9.646633005347494,16.72675131374646
1405,4,Films,Television programme,TV chat shows,15.740421071321393,4.315164515809506
1406,4,Television programme,Friendship,Marriage,13.471537254164058,30.790572069322053
1407,4,Reading,Television programme,Restaurants,10.594847089304405,11.722998993179159
1408,3,Television programme,TV chat shows,TV comedies,0.6885161171700869,34.61864534667628
1409,4,Games,Restaurants,Coffeehouses,15.628747170758643,17.19159187402464
1410,4,Films,Games,Photography,11.908455605860917,0.535485483202832
1411,5,Business,Travel,Sports,7.94741971682819,18.462874817936665
1412,4,Television programme,Restaurants,Coffeehouses,2.7402762191662804,26.387968294824127
1413,5,Live events,Television programme,TV chat shows,7.017939323728785,16.648929231891948
1414,5,Television programme,TV chat shows,Restaurants,6.763264166544343,11.551481123432161
1415,5,Business,Television programme,TV chat shows,5.591392128638057,6.792425698896617
1416,3,Restaurants,Photography,Travel,6.465450378948162,22.307081481824746
1417,4,Music,Restaurants,Travel,8.050361134625337,9.075076896601672
1418,4,Games,Restaurants,Coffeehouses,3.883019205064352,5.980786791264407
1419,5,Games,Television programme,Alcoholic drink,0.13234747980829908,19.787230601801305
1420,5,Personal finance,Television programme,TV chat shows,12.481298017733199,29.17057780300584
1421,5,Television programme,Restaurants,Shoes,13.333018675943368,32.84230287803855
1422,5,Restaurants,Travel,Adventure travel,1.9730978095130594,22.41884859695721
1423,4,Games,Television programme,TV chat shows,7.9422320362502425,4.322215514513559
1424,4,Music,Arts and music,Vehicles,15.868546899487946,17.595098648378446
1425,5,Television programme,TV chat shows,Restaurants,6.781701526987721,18.29639368279321
1426,4,Music videos,Television programme,TV chat shows,5.6947330974597605,24.292565460098974
1427,5,Restaurants,Coffeehouses,Diners,3.287461983649181,21.93107619247809
1428,4,Television programme,Restaurants,Sports,9.426964378974725,25.302402189514623
1429,4,Television programme,Restaurants,Sports,6.965139619304119,17.657341450357528
1430,4,Drinks,Food,Restaurants,15.420022954577767,16.598816182646374
1431,4,Music,Television programme,TV chat shows,20.58326381999806,23.181385491806296
1432,4,Television programme,TV chat shows,TV comedies,8.037893696336461,6.487827529034276
1433,4,Television programme,Drinks,Coffee,7.779103226925178,22.6299874285043
1434,3,Television programme,Restaurants,Vehicles,5.503753835098449,4.269120658244358
1435,5,Television programme,Restaurants,Vehicles,1.9114864105305989,12.151032950896514
1436,3,Business,Music,Vehicles,8.29335576687481,12.018186519566548
1437,4,Games,Music,Vehicles,5.174346329450135,13.103687118015761
1438,4,Television programme,TV chat shows,TV comedies,4.147129720607665,21.91124026573528
1439,5,Business,Shopping,Sports,9.075504638532406,25.741655808569767
1440,4,Television programme,TV chat shows,TV comedies,7.464971902370166,10.39708894188784
1441,5,Restaurants,Coffeehouses,Arts and music,6.811547487967806,36.56509518926282
1442,4,Television programme,TV chat shows,Restaurants,0.9805018313146139,23.137070001100394
1443,4,Films,Television programme,Restaurants,13.302571881654284,22.310235777298438
1444,4,Personal finance,Music,Television programme,14.056096625374169,9.177090355463662
1445,5,Television programme,Restaurants,Politics and social issues,10.367459806914594,28.63393558368351
1446,3,Television programme,TV chat shows,TV comedies,9.400337284184218,22.884997409302528
1447,5,Television programme,Drinks,Restaurants,6.4050928018743605,7.989143500720257
1448,4,Live events,Television programme,TV chat shows,21.611496921284044,3.482581541661494
1449,3,Food,Restaurants,Coffeehouses,13.880256869205365,24.231614035998533
1450,4,Television programme,TV chat shows,TV comedies,5.788197643669173,7.515184435157547
1451,3,Food,Restaurants,Coffeehouses,14.19517730276199,7.839876110409805
1452,4,Music,Restaurants,Arts and music,4.280833262440378,36.32305053755141
1453,5,Games,Restaurants,Coffeehouses,22.022326987428585,7.589933242951617
1454,4,Friendship,Restaurants,Coffeehouses,6.89672077749699,18.764006327262855
1455,5,Music,Restaurants,Home and garden,15.141429101587494,0.9610542136809581
1456,4,Television programme,Restaurants,Photography,7.383882233090924,26.82734080194392
1457,5,Television programme,TV chat shows,Restaurants,1.0566743602564372,3.8020515507311625
1458,5,Television programme,TV chat shows,Restaurants,10.906691618080757,6.117553982687534
1459,5,Television programme,TV chat shows,TV comedies,11.695778146197672,21.67510977433382
1460,3,Music videos,Television programme,TV chat shows,5.813858428532713,21.304766381117247
1461,4,Television programme,Restaurants,Computers,3.6881362699093545,17.240274017436434
1462,5,Games,Television programme,TV chat shows,25.19169550196947,30.82548355325165
1463,5,Television programme,TV chat shows,TV comedies,6.495478194920265,21.41827782964718
1464,4,Rock music,Vehicles,4x4s,8.281782710256978,1.8785748714842239
1465,5,Television programme,TV chat shows,TV comedies,3.640805925677819,9.43187612309274
1466,3,Music,Restaurants,Arts and music,12.477752500552928,11.438904867981407
1467,5,Drinks,Vehicles,4x4s,5.509634856666832,12.630339838694347
1468,3,Television programme,Restaurants,Clothing,25.742712227072985,1.7034445447016306
1469,4,Television programme,TV chat shows,TV comedies,15.61439339184242,9.818732521402735
1470,5,Business,Television programme,Photography,10.16932111516503,8.76836168426834
1471,4,Personal finance,Films,Automobiles,12.837117429283012,48.97605510396792
1472,4,Television programme,TV chat shows,TV comedies,14.201548945451734,0.30846067701426527
1473,4,Television programme,TV chat shows,TV comedies,15.578785523150131,16.41373394560082
1474,5,Business,Vehicles,4x4s,10.472111090093785,21.52529115507656
1475,4,Restaurants,Photography,Sculpture,11.052514003260756,7.7610954602512185
1476,4,Restaurants,Consumer electronics,Television programme,2.2885145384126027,28.94001677813086
1477,4,Pop music,Cosmetics,Fragrances,5.679823819868787,27.307465423500005
1478,6,Live events,Pop music,Beauty,6.706110247290711,25.91639621669509
1479,4,Films,Television programme,Food,8.472816718841129,0.5372867637547749
1480,4,Television programme,Restaurants,Sports,2.234948348754318,9.864359172627793
1481,4,Arts and music,Vehicles,4x4s,29.852781990938702,6.023108870491644
1482,4,Live events,Restaurants,Coffeehouses,9.52535851103555,2.8906943686259456
1483,4,Television programme,TV chat shows,Restaurants,1.188952524488501,15.634879552862857
1484,5,Music,Television programme,Food,3.794431214752148,26.58118981214846
1485,4,Television programme,Restaurants,Travel,3.8900934108559895,10.491168292408409
1486,5,Live events,Television programme,TV chat shows,5.679290577758893,15.670701882113333
1487,5,Restaurants,Coffeehouses,Diners,1.702163538174844,14.71636934804254
1488,5,Films,Television programme,TV chat shows,10.465433474378939,19.1639041097001
1489,4,Television programme,Restaurants,Vehicles,12.002750152664056,6.166430568881113
1490,4,Television programme,Arts and music,Acting,12.732311517179678,20.793093009383114
1491,4,Restaurants,Coffeehouses,Diners,11.518763125480458,4.369057319105327
1492,4,Films,Vehicles,4x4s,15.476846452557785,28.30588459910399
1493,3,Television programme,TV chat shows,TV comedies,13.931522307088166,13.007424572382357
1494,4,Friendship,Travel,Beauty,7.682404904450192,0.9763699985821006
1495,3,Television programme,Drinks,Coffee,7.469834331915051,35.98421741381699
1496,4,Restaurants,Coffeehouses,Diners,15.064391804106751,34.183866322641634
1497,5,Television programme,Drinks,Restaurants,12.350032661505915,25.00860816242578
1498,5,Rock music,Television programme,Restaurants,0.33343909115844106,9.35720059152738
1499,4,Television programme,Travel,Sports,4.181482909560513,11.112129565760519
1500,4,Television programme,TV chat shows,TV comedies,10.217187770969149,7.620558811930139
1501,5,Television programme,Arts and music,Acting,22.585501435979936,11.831804567736773
1502,0,Music,Television programme,TV chat shows,3.2141575864285805,15.297847784361274
1503,3,Television programme,Restaurants,Travel,15.578594771957352,10.072992173709977
1504,5,Reading,Television programme,TV chat shows,7.330157529615555,7.834177605169957
1505,5,Personal finance,Sales,Politics and social issues,9.84531369099937,18.59014508015807
1506,5,Television programme,TV chat shows,TV comedies,1.4033889194385765,9.261229201193474
1507,4,Reading,Restaurants,Coffeehouses,10.583346714015306,9.295002606511297
1508,4,Vehicles,4x4s,Automobiles,2.941807514275319,4.931080092577279
1509,5,Business,Vehicles,Beauty,4.5839871059795305,22.457003290090682
1510,5,Television programme,Restaurants,Sports,12.41438455906103,37.979161600327835
1511,5,Music,Television programme,TV chat shows,7.85278177467047,3.6483208090310146
1512,5,Arts and music,Sports,Consumer electronics,10.622981319219866,14.913892035876513
1513,3,Vehicles,4x4s,Automobiles,8.83294889597765,25.296265847485337
1514,3,Games,Television programme,Restaurants,22.102721152705666,8.220262595584282
1515,4,Restaurants,Coffeehouses,Diners,6.233265816603414,21.270433536381077
1516,5,Television programme,TV chat shows,TV comedies,20.403592203038635,15.172576028960778
1517,5,Reading,Vehicles,4x4s,12.039715259516958,23.27532400959553
1518,5,Television programme,TV chat shows,TV comedies,6.569803820292793,10.235457030670357
1519,4,Music videos,Food,Vehicles,8.186629932906795,19.852646369259986
1520,4,Television programme,Family,Restaurants,14.20334841569197,16.47548885712093
1521,5,Business,Television programme,TV chat shows,12.558304983406645,7.769098628518579
1522,4,Sports,Consumer electronics,Music,0.31679193586048626,1.4123446190786026
1523,4,Live events,Restaurants,Coffeehouses,8.888867360236151,25.464899706815086
1524,5,Television programme,TV chat shows,Arts and music,14.579695156574594,19.993530700359106
1525,4,Music,Television programme,Restaurants,14.353366800369738,9.300991813433706
1526,5,Television programme,Restaurants,Vehicles,2.366254121049735,29.55994725901302
1527,5,Vehicles,4x4s,Automobiles,11.60412590887092,13.721872435503972
1528,3,Vehicles,4x4s,Automobiles,16.84141264147045,7.148260653170514
1529,5,Television programme,TV chat shows,Home and garden,10.854175578086112,42.442098698225216
1530,5,Television programme,TV chat shows,Restaurants,0.7107832615916347,45.43967563492781
1531,5,Television programme,Home and garden,DIY,7.2022347905014,12.043389287347152
1532,3,Restaurants,Coffeehouses,Diners,15.655997947988913,31.126504879381734
1533,5,Television programme,Restaurants,Sports,15.514800640865921,14.765114563160841
1534,5,Restaurants,Coffeehouses,Diners,2.918847428392376,17.358028992958005
1535,6,Business,Vehicles,4x4s,13.685429058545918,14.728042261122443
1536,4,Music,Vehicles,4x4s,21.148039438999298,7.020413201679962
1537,4,Films,Television programme,TV chat shows,14.634715416251774,2.8605772082424554
1538,5,Music videos,Restaurants,Coffeehouses,8.471173132532837,6.964877353433102
1539,4,Reading,Television programme,Restaurants,10.418157468003333,4.354541027612573
1540,5,Television programme,Restaurants,Vehicles,8.4088868576224,14.405786404487262
1541,5,Television programme,Restaurants,Vehicles,8.917752518839068,30.68536218385014
1542,4,Television programme,TV chat shows,TV comedies,14.639060812186322,31.90477394538062
1543,4,Television programme,TV chat shows,TV comedies,17.56924109763208,9.142364651991564
1544,4,Reading,Drinks,Vehicles,9.873781905361708,24.885545428163084
1545,4,Television programme,Restaurants,Vehicles,4.2993704681987,22.637181857631266
1546,4,Films,Television programme,TV chat shows,17.678791458817297,47.99528953778656
1547,4,Television programme,Friendship,Restaurants,2.5580491960762837,8.414299273363198
1548,5,Reading,Restaurants,Coffeehouses,8.353609575775831,30.951363103483025
1549,3,Television programme,Travel,Vehicles,0.6403480291461978,24.67277185935358
1550,5,Television programme,Restaurants,Vehicles,9.907257178945184,23.709351964735927
1551,4,Live events,Vehicles,4x4s,0.2535984515159395,1.4150571820396536
1552,5,Business,Live events,Sports,13.229390685779254,1.2445427995608043
1553,5,Restaurants,Coffeehouses,Diners,18.301514491174565,19.234791313488792
1554,3,Games,Television programme,Restaurants,15.27993720195864,22.569433086269875
1555,5,Pop music,Arts and music,Beauty,13.718948899436885,3.1660083652405344
1556,5,Vehicles,4x4s,Automobiles,14.151675740372543,6.056983722493904
1557,5,Films,Shoes,Sports,10.95018149055067,2.892797257956449
1558,4,Television programme,Restaurants,Vehicles,6.962667740481021,16.81290244683256
1559,6,Restaurants,Travel,Adventure travel,20.044489820201235,14.185970573904788
1560,3,Restaurants,Arts and music,Mobile phones,5.628020550699928,14.547471310779404
1561,5,Films,Live events,Television programme,26.14839018424759,25.213243635290645
1562,4,Reading,Television programme,Drinks,20.174687478091357,37.38157698352117
1563,5,Television programme,Restaurants,Televisions,17.551500363928966,15.621712232377991
1564,5,Television programme,Restaurants,Vehicles,5.961112518389064,28.828586973538368
1565,3,Drinks,Restaurants,Arts and music,15.224314721647985,11.225850833528572
1566,5,Films,Music,Alcoholic drink,14.826472720916238,34.366594616307815
1567,4,Music,Television programme,TV chat shows,11.196414074084805,20.02542257381492
1568,4,Television programme,Politics and social issues,Mobile phones,15.267711171945802,17.84727127040709
1569,5,Television programme,Restaurants,Sports,15.553634932945483,28.78138967250699
1570,5,Reading,Restaurants,Coffeehouses,6.06114866688978,14.43545401419793
1571,4,Television programme,TV chat shows,TV comedies,10.26954817485882,25.12372483566248
1572,5,Games,Arts and music,Acting,17.890493821729535,18.571816364265906
1573,4,Television programme,TV chat shows,Restaurants,6.643349099129759,19.311166669230424
1574,3,Sales,Television programme,TV chat shows,8.886416411256112,6.384740868760388
1575,4,Restaurants,Coffeehouses,Diners,5.728811471848418,4.964727395109215
1576,5,Television programme,Restaurants,Vehicles,20.65223308153577,25.968847046163603
1577,4,Television programme,TV chat shows,TV comedies,6.9753868390387535,23.714977419453994
1578,4,Arts and music,Photography,Vehicles,12.881074341728864,13.628504146890899
1579,5,Restaurants,Home and garden,Sports,7.8493786138585815,29.34685387290815
1580,3,Television programme,TV chat shows,TV comedies,5.842719671781339,16.88111224935184
1581,3,Television programme,TV chat shows,TV comedies,8.012397274487045,17.689460214985058
1582,5,Television programme,TV chat shows,Restaurants,12.078757285563547,12.57825937475431
1583,5,Music,Television programme,Restaurants,19.93173324429717,1.0655463830827578
1584,4,Music,Reading,Restaurants,10.29597170288409,3.5588238381398707
1585,4,Television programme,Restaurants,Coffeehouses,10.699973537411346,17.69263436578177
1586,4,Television programme,TV chat shows,TV comedies,13.937444282202735,9.043451012070168
1587,4,Films,Reading,Vehicles,2.4497583764764626,24.81330314323437
1588,5,Television programme,TV chat shows,TV comedies,3.265877138595129,38.631594469058435
1589,3,Television programme,Restaurants,Vehicles,4.981871280709432,32.104179641000954
1590,4,Music,Television programme,TV chat shows,12.559928399308859,25.4242067623983
1591,5,Television programme,Restaurants,Vehicles,24.85493106416337,25.588227499294376
1592,5,Personal finance,Music,Restaurants,15.073101570022615,14.972153867904764
1593,5,Music,Television programme,TV chat shows,5.458351876657917,6.716739634003314
1594,4,Television programme,TV chat shows,Restaurants,7.11310775204117,15.554061597564083
1595,4,Arts and music,Automobiles,Boats,3.691846072596306,21.15190836324359
1596,5,Films,Restaurants,Travel,0.6137618017264082,10.536763705584336
1597,4,Television programme,Alcoholic drink,Restaurants,16.80691890404239,9.758383532174516
1598,3,Films,Restaurants,Coffeehouses,11.232597948108289,10.277339586738156
1599,4,Television programme,TV chat shows,TV comedies,20.943815771577064,29.48237402143419
1600,4,Friendship,Restaurants,Computers,25.0849760121664,0.5983148468729116
1601,4,Restaurants,Coffeehouses,Diners,1.333710120260152,19.491396958169958
1602,4,Television programme,Friendship,Restaurants,7.720385364927767,13.508835850786562
1603,6,Television programme,TV chat shows,TV comedies,5.688898113729854,26.37899440257385
1604,4,Television programme,Restaurants,Vehicles,17.885608498774467,11.426364175623341
1605,4,Television programme,TV chat shows,TV comedies,7.571543033049657,13.660727032211932
1606,4,Music,Television programme,TV chat shows,4.351281809721096,23.195820103933734
1607,5,Television programme,TV chat shows,TV comedies,8.419101240944215,5.177889307371178
1608,4,Television programme,Restaurants,Sports,14.135183654648136,22.593203245685206
1609,3,Restaurants,Coffeehouses,Diners,8.41754116713269,6.410217470946207
1610,4,Television programme,TV chat shows,Photography,12.883445407020389,16.83107737742534
1611,3,Television programme,Restaurants,Software,2.62634138808283,12.636399919259109
1612,5,Television programme,Restaurants,Televisions,11.455590659287214,19.587053520438094
1613,4,Television programme,Restaurants,Automobiles,18.07303732716194,10.825232249228623
1614,5,Restaurants,Coffeehouses,Diners,16.498108886715503,11.073452430544172
1615,5,Sales,Television programme,Restaurants,12.38812592467389,3.1828911652657546
